SourceFile,FileName,FileSize,Model,DateTimeOriginal,ImageSize,FocalLength,ShutterSpeed,Aperture,ISO,WhiteBalance,Flash
./06_05_DEG_001739.JPG,06_05_DEG_001739.JPG,828 kB,,2019:09:28 08:57:50,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_002005.JPG,06_05_DEG_002005.JPG,866 kB,,2019:09:28 11:24:16,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0069.JPG,33_38_DEG_0069.JPG,877 kB,BTC5HDP,2019:10:14 01:02:47,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_001740.JPG,06_05_DEG_001740.JPG,827 kB,,2019:09:28 08:57:50,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0070.JPG,33_38_DEG_0070.JPG,797 kB,BTC5HDP,2019:10:14 19:28:17,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_001741.JPG,06_05_DEG_001741.JPG,879 kB,,2019:09:28 08:59:29,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_002010.JPG,06_05_DEG_002010.JPG,831 kB,,2019:09:28 11:25:57,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0071.JPG,33_38_DEG_0071.JPG,871 kB,BTC5HDP,2019:10:14 19:28:19,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_002016.JPG,06_05_DEG_002016.JPG,861 kB,,2019:09:28 11:29:13,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001742.JPG,06_05_DEG_001742.JPG,877 kB,,2019:09:28 08:59:29,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001743.JPG,06_05_DEG_001743.JPG,877 kB,,2019:09:28 08:59:30,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001744.JPG,06_05_DEG_001744.JPG,875 kB,,2019:09:28 09:01:06,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0073.JPG,33_38_DEG_0073.JPG,879 kB,BTC5HDP,2019:10:15 01:13:09,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_002020.JPG,06_05_DEG_002020.JPG,844 kB,,2019:09:28 11:32:29,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001745.JPG,06_05_DEG_001745.JPG,873 kB,,2019:09:28 09:01:07,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_002021.JPG,06_05_DEG_002021.JPG,843 kB,,2019:09:28 11:32:29,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0075.JPG,33_38_DEG_0075.JPG,851 kB,BTC5HDP,2019:10:15 01:13:13,2000x1111,42.0 mm,1/23,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_002025.JPG,06_05_DEG_002025.JPG,856 kB,,2019:09:28 11:34:07,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001746.JPG,06_05_DEG_001746.JPG,874 kB,,2019:09:28 09:01:07,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0076.JPG,33_38_DEG_0076.JPG,869 kB,BTC5HDP,2019:10:15 01:14:14,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_002027.JPG,06_05_DEG_002027.JPG,874 kB,,2019:09:28 11:35:45,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0077.JPG,33_38_DEG_0077.JPG,864 kB,BTC5HDP,2019:10:15 01:14:16,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_002032.JPG,06_05_DEG_002032.JPG,856 kB,,2019:09:28 11:39:00,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001748.JPG,06_05_DEG_001748.JPG,838 kB,,2019:09:28 09:02:44,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0078.JPG,33_38_DEG_0078.JPG,858 kB,BTC5HDP,2019:10:15 01:14:18,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_002035.JPG,06_05_DEG_002035.JPG,844 kB,,2019:09:28 11:40:39,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0079.JPG,33_38_DEG_0079.JPG,858 kB,BTC5HDP,2019:10:15 11:18:05,2000x1111,42.0 mm,1/45,2.4,100,Unknown (288),"Auto, Did not fire"
./06_05_DEG_001749.JPG,06_05_DEG_001749.JPG,837 kB,,2019:09:28 09:02:45,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_002040.JPG,06_05_DEG_002040.JPG,841 kB,,2019:09:28 11:42:39,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001750.JPG,06_05_DEG_001750.JPG,873 kB,,2019:09:28 09:04:21,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_002043.JPG,06_05_DEG_002043.JPG,845 kB,,2019:09:28 11:44:16,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0081.JPG,33_38_DEG_0081.JPG,858 kB,BTC5HDP,2019:10:15 11:18:09,2000x1111,42.0 mm,1/45,2.4,100,Unknown (288),"Auto, Did not fire"
./06_05_DEG_002050.JPG,06_05_DEG_002050.JPG,861 kB,,2019:09:28 11:49:12,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001751.JPG,06_05_DEG_001751.JPG,873 kB,,2019:09:28 09:04:22,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0082.JPG,33_38_DEG_0082.JPG,801 kB,BTC5HDP,2019:10:18 03:01:26,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_001752.JPG,06_05_DEG_001752.JPG,874 kB,,2019:09:28 09:04:22,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_002055.JPG,06_05_DEG_002055.JPG,875 kB,,2019:09:28 11:50:51,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001753.JPG,06_05_DEG_001753.JPG,874 kB,,2019:09:28 09:06:01,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_002058.JPG,06_05_DEG_002058.JPG,862 kB,,2019:09:28 11:52:29,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0084.JPG,33_38_DEG_0084.JPG,803 kB,BTC5HDP,2019:10:18 03:01:30,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_001754.JPG,06_05_DEG_001754.JPG,874 kB,,2019:09:28 09:06:01,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_002061.JPG,06_05_DEG_002061.JPG,856 kB,,2019:09:28 11:54:07,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0085.JPG,33_38_DEG_0085.JPG,841 kB,BTC5HDP,2019:10:19 21:14:08,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_002062.JPG,06_05_DEG_002062.JPG,855 kB,,2019:09:28 11:55:44,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0086.JPG,33_38_DEG_0086.JPG,803 kB,BTC5HDP,2019:10:19 21:14:10,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_002066.JPG,06_05_DEG_002066.JPG,856 kB,,2019:09:28 11:57:23,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001756.JPG,06_05_DEG_001756.JPG,860 kB,,2019:09:28 09:07:38,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0087.JPG,33_38_DEG_0087.JPG,801 kB,BTC5HDP,2019:10:19 21:14:12,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_002076.JPG,06_05_DEG_002076.JPG,877 kB,,2019:09:28 12:02:18,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001757.JPG,06_05_DEG_001757.JPG,860 kB,,2019:09:28 09:07:39,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0088.JPG,33_38_DEG_0088.JPG,824 kB,BTC5HDP,2019:10:21 00:28:42,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_001758.JPG,06_05_DEG_001758.JPG,860 kB,,2019:09:28 09:07:39,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0089.JPG,33_38_DEG_0089.JPG,792 kB,BTC5HDP,2019:10:21 00:28:44,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_002079.JPG,06_05_DEG_002079.JPG,867 kB,,2019:09:28 12:03:56,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001759.JPG,06_05_DEG_001759.JPG,871 kB,,2019:09:28 09:09:16,2000x1500,,0,2.8,100,,No Flash
./33_38_DEG_0090.JPG,33_38_DEG_0090.JPG,795 kB,BTC5HDP,2019:10:21 00:28:46,2000x1111,42.0 mm,1/20,2.4,100,Unknown (288),"Auto, Fired"
./06_05_DEG_002083.JPG,06_05_DEG_002083.JPG,875 kB,,2019:09:28 12:07:11,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_001760.JPG,06_05_DEG_001760.JPG,871 kB,,2019:09:28 09:09:17,2000x1500,,0,2.8,100,,No Flash
./06_05_DEG_002088.JPG,06_05_DEG_002088.JPG,833 kB,,2019:09:28 12:08:50,2000x1500,,0,2.8,100,,No Flash
