,Image1,DateTimeOriginal,ForestName,Camera ,Camera_Trap_Days,Date_Out,Date_Checked,choice
221,31_06_WHIP_0013.JPG,12/7/18 21:00,WHIP,31,36,18/12/19,19/01/24,NOTHINGHERE
222,18_16_WHIP_000001.JPG,12/7/18 22:56,WHIP,18,37,18/12/18,19/01/24,NOTHINGHERE
223,31_06_WHIP_0016.JPG,12/7/18 23:00,WHIP,31,36,18/12/19,19/01/24,NOTHINGHERE
224,31_06_WHIP_0019.JPG,12/7/18 23:02,WHIP,31,36,18/12/19,19/01/24,NOTHINGHERE
225,17_24_BC_000121.JPG,12/8/18 1:55,BC,17,109,18/11/15,19/03/04,DEERWHITETAILED
226,15_14_DEG_000016.JPG,12/8/18 8:18,DEG,15,73,18/11/26,19/02/07,DEERWHITETAILED
227,29_19_DEG_0043.JPG,12/8/18 9:27,DEG,29,73,18/11/26,19/02/07,DEERWHITETAILED
228,17_24_BC_000124.JPG,12/8/18 10:01,BC,17,109,18/11/15,19/03/04,DEERWHITETAILED
229,15_14_DEG_000019.JPG,12/8/18 10:53,DEG,15,73,18/11/26,19/02/07,HUMAN
230,11_13_BC_000088.JPG,12/8/18 11:57,BC,11,109,18/11/15,19/03/04,SQUIRRELGRAY
231,22_18_WF_0061.JPG,12/8/18 14:24,WF,22,75,18/11/17,19/01/31,DEERWHITETAILED
232,32_17_WHIP_0001.JPG,12/8/18 21:51,WHIP,32,38,18/12/17,19/01/24,DEERWHITETAILED
233,15_14_DEG_000022.JPG,12/9/18 3:47,DEG,15,73,18/11/26,19/02/07,DEERWHITETAILED
234,17_24_BC_000127.JPG,12/9/18 12:46,BC,17,109,18/11/15,19/03/04,DEERWHITETAILED
235,04_26_WF_000025.JPG,12/9/18 17:22,WF,4,75,18/11/17,19/01/31,DEERWHITETAILED
236,23_03_SH_0034.JPG,12/10/18 2:05,SH,23,89,18/11/14,19/02/11,NOTHINGHERE
237,33_01_WF_0061.JPG,12/10/18 4:47,WF,33,75,18/11/17,19/01/31,COYOTE
238,25_09_SH_0069.JPG,12/10/18 4:56,SH,25,89,18/11/14,19/02/11,FOXRED
239,33_01_WF_0064.JPG,12/10/18 7:38,WF,33,75,18/11/17,19/01/31,DEERWHITETAILED
240,11_13_BC_000091.JPG,12/10/18 13:23,BC,11,109,18/11/15,19/03/04,SQUIRRELGRAY
